# Modelname      Sex    Age    Sexiness   Bravery     Attack   Defend   Agility   MeleeMartialLevelPercent   1stLanguage  2ndLanguage  Tickboxes
player,   M,   30,   3,   5,   1,   0.4,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_player,   counters_player,   firearm_core,   ground_player,   -,   move_melee,   +cancarryweapons
M_M_PBusiness_01 ,   M,   55,   3,   3,   0.7,   1.1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesrichcar+drivesbigcar+drivesboat+onfoot+smoker+phoneuser+givebummoney+replytoho+taketaxi+late+murdershakefist+murderrunaway+likesart+office+jewish
F_M_Business_01,   F,   41,   2,   1,   0.6,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+argue+smoker+phoneuser+givebummoney+taketaxi+watchfight+murdershakefist+murderattack+office
F_M_Business_02,   F,   41,   2,   1,   0.6,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+argue+smoker+phoneuser+givebummoney+taketaxi+watchfight+murdershakefist+murderattack+office
F_Y_Bank_01,   F,   27,   3,   1,   0.6,   1.6,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+argue+smoker+phoneuser+taketaxi+softjack+murderrunaway
F_M_PBusiness,   F,   41,   2,   1,   0.6,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+argue+smoker+phoneuser+givebummoney+taketaxi+watchfight+murdershakefist+murderattack+office
M_M_Lawyer_02,   M,   55,   1,   2,   0.8,   1.2,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+phoneuser+insultbum+replytoho+taketaxi+murdershakefist+murderrunaway+office+jewish
M_M_Lawyer_01,   M,   55,   1,   2,   0.8,   1.2,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+phoneuser+murderrunaway+office+jewish
M_M_Doctor_01,   M,   32,   4,   2,   0.8,   1.2,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +murderattack
F_Y_Doctor_01,   F,   26,   3,   1,   0.6,   1.6,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+murderrunaway
M_M_Doc_Scrubs_01,   M,   31,   3,   1,   0.8,   1.4,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +softjack+murderattack
M_Y_PMEDIC,   M,   26,   3,   2,   0.8,   1.4,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +paramedic+drivesbigcar+late+murdercallpolice
M_Y_SkateBike_01,   M,   21,   4,   3,   0.7,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+onfoot+argue+phoneuser+givebummoney+taketaxi+watchfight+late+murdershakefist+murdercallpolice+cancarryweapons+gardening
M_Y_COP,   M,   30,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +policeofficer+onfoot+late+cancarryweapons
M_Y_STROOPER,   M,   35,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +policeofficer+onfoot+cancarryweapons
M_Y_COP_TRAFFIC,   M,   30,   3,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +policeofficer+onfoot+cancarryweapons
M_Y_SWAT,   M,   30,   4,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +swat+cancarryweapons
M_M_FatCOP_01,   M,   44,   2,   5,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +policeofficer+onfoot+late+cancarryweapons
M_M_FBI,   M,   44,   4,   5,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +fbi+drivesaveragecar+drivesrichcar+drivesboat+onfoot+phoneuser+murderrunaway+cancarryweapons
M_Y_Fireman,   M,   22,   5,   3,   1.2,   0.8,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +fireman+onfoot+murdercallpolice
M_M_Firechief,   M,   47,   2,   1,   0.4,   2.5,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +onfoot+taketaxi+softjack+murdercallpolice
M_Y_Dealer,   M,   23,   2,   5,   1.2,   1.3,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +pimp+criminal+drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+phoneuser+taketaxi+watchfight+cancarryweapons+buysdrugs
M_Y_Runner,   M,   22,   4,   4,   1.2,   1.3,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +pimp+criminal+drivespoorcar+drivesaveragecar+drivesboat+onfoot+phoneuser+taketaxi+watchfight+cancarryweapons+buysdrugs
M_Y_Drug_01,   M,   19,   1,   4,   1.2,   1.3,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +criminal+drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+smoker+phoneuser+watchfight+late+murderattack+cancarryweapons+buysdrugs
M_M_Genbum_01,   M,   55,   1,   3,   0.9,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +bum+criminal+onfoot+smoker+watchfight+murderattack+cancarryweapons+buysdrugs
M_M_Trampblack,   M,   50,   1,   3,   0.9,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +bum+criminal+onfoot+smoker+watchfight+murderattack+cancarryweapons+buysdrugs
M_M_Alcoholic,   M,   50,   1,   3,   0.9,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +bum+criminal+onfoot+smoker+watchfight+murderattack+cancarryweapons
M_M_Loonywhite,   M,   50,   1,   3,   0.9,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+watchfight+murderattack+cancarryweapons
M_Y_Busker_01,   M,   50,   3,   3,   0.9,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+smoker+watchfight+murderattack
M_M_Crackhead,   M,   50,   1,   3,   0.9,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +bum+criminal+onfoot+smoker+watchfight+murderattack+cancarryweapons+buysdrugs
M_M_LoonyBlack,   M,   50,   1,   3,   0.9,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+watchfight+murderattack+cancarryweapons
M_M_SaxPlayer_01,   M,   50,   3,   3,   0.9,   1.6,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +onfoot+smoker+watchfight+murderattack
M_M_Chinatown_01,   M,   58,   3,   3,   1,   1,   3,   50,   E,   C,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+argue+smoker+phoneuser+insultbum+replytoho+taketaxi+watchfight+late+murderrunaway+cancarryweapons
M_Y_GenStreet_11,   M,   21,   3,   2,   1,   1,   4,   50,   E,   C,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+phoneuser+givebummoney+taketaxi+watchfight+murderrunaway+gardening
M_Y_Chinatown_03,   M,   31,   4,   1,   0.5,   1.7,   3,   50,   E,   C,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+phoneuser+taketaxi+watchfight+softjack+murderattack+gardening
F_M_Chinatown ,   F,   63,   3,   2,   0.3,   3,   2,   50,   E,   C,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+smoker+phoneuser+insultbum+taketaxi+murderrunaway+gardening
F_M_Porient_01,   F,   35,   2,   1,   0.6,   1.6,   2,   50,   C,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+smoker+phoneuser+insultbum+taketaxi+softjack+murdershakefist+murdercallpolice+gardening
F_O_Porient_01,   F,   66,   1,   1,   0.3,   3,   1,   50,   C,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+smoker+phoneuser+insultbum+taketaxi+softjack+murdershakefist+murderrunaway+gardening
F_Y_Porient_01,   F,   23,   3,   1,   0.8,   1.8,   3,   50,   C,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+phoneuser+givebummoney+softjack+murdershakefist+murderattack+gardening
M_M_POrient_01,   M,   45,   1,   1,   0.7,   1.1,   3,   50,   C,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +taxidriver+drivespoorcar+drivesaveragecar+onfoot+smoker+phoneuser+insultbum+replytoho+taketaxi+softjack+murdershakefist+murderrunaway+cancarryweapons+gardening
M_Y_Porient_01,   M,   26,   3,   1,   1,   1,   4,   50,   C,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +taxidriver+drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+phoneuser+givebummoney+replytoho+taketaxi+softjack+murdershakefist+murderrunaway+cancarryweapons+gardening
M_M_Enforcer,   M,   49,   1,   4,   1.1,   1.5,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +bowling+criminal+drivesaveragecar+drivesrichcar+onfoot+smoker+phoneuser+replytoho+taketaxi+watchfight+murdershakefist+murdercallpolice+cancarryweapons
M_Y_Hardman_01,   M,   25,   4,   4,   1.1,   1.5,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +criminal+taxidriver+drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+phoneuser+taketaxi+watchfight+murdershakefist+cancarryweapons+gardening+buysdrugs
M_O_Mobster,   M,   56,   2,   2,   0.4,   2.5,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +criminal+drivesaveragecar+drivesrichcar+onfoot+smoker+phoneuser+insultbum+taketaxi+watchfight+murdershakefist+cancarryweapons
M_M_Pitalian_01,   M,   55,   2,   2,   0.7,   1.1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+smoker+phoneuser+givebummoney+replytoho+taketaxi+watchfight+murdershakefist+murderrunaway+cancarryweapons+gardening
M_M_Pitalian_02,   M,   45,   2,   2,   0.7,   1.1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +taxidriver+drivesaveragecar+drivesrichcar+onfoot+smoker+phoneuser+insultbum+replytoho+taketaxi+watchfight+murdershakefist+murdercallpolice+cancarryweapons+dislikesart+gardening
M_Y_PLatin_01,   M,   25,   3,   2,   1,   1,   4,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +taxidriver+drivespoorcar+drivesbigcar+onfoot+smoker+phoneuser+insultbum+replytoho+watchfight+murdershakefist+murdercallpolice+cancarryweapons+gardening+buysdrugs
M_M_Platin_01,   M,   45,   2,   2,   0.7,   1.1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +taxidriver+drivespoorcar+drivesaveragecar+drivesbigcar+onfoot+phoneuser+murdershakefist+murderrunaway+cancarryweapons+gardening
M_M_Platin_02,   M,   50,   1,   3,   1,   1,   2,   50,   E,   S,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+smoker+phoneuser+givebummoney+replytoho+murdershakefist+murderrunaway+cancarryweapons+gardening
M_M_Platin_03,   M,   48,   2,   2,   1,   1,   2,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+smoker+phoneuser+givebummoney+replytoho+watchfight+murdershakefist+murdercallpolice+cancarryweapons+gardening
M_Y_Platin_02,   M,   22,   3,   1,   1,   1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+argue+phoneuser+softjack+murdershakefist+murderattack+cancarryweapons+gardening+buysdrugs
M_Y_Platin_03,   M,   25,   4,   2,   1,   1,   4,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+phoneuser+watchfight+murdershakefist+murdercallpolice+cancarryweapons+gardening+buysdrugs
F_Y_Platin_01,   F,   19,   3,   1,   1.1,   1.5,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+argue+phoneuser+softjack+murdershakefist+murderattack+gardening
F_M_Platin_01,   F,   40,   2,   2,   0.9,   1,   2,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+smoker+phoneuser+givebummoney+murdershakefist+murderrunaway+gardening
F_Y_Platin_02,   F,   22,   4,   1,   1.1,   1.5,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+onfoot+phoneuser+softjack+murdershakefist+murderattack+gardening
F_Y_Platin_03,   F,   21,   4,   1,   1.1,   1.5,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesmotorcycle+gardening
F_M_Platin_02,   F,   45,   2,   2,   0.9,   1,   2,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+smoker+phoneuser+givebummoney+murdershakefist+murderrunaway+gardening
M_Y_Streetpunk_02,   M,   21,   5,   1,   0.7,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+drivesmotorcycle+onfoot+phoneuser+insultbum+taketaxi+watchfight+softjack+murderattack+buysdrugs
M_Y_Bohoguy_01,   M,   23,   5,   1,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +pool+drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+phoneuser+givebummoney+replytoho+taketaxi+watchfight+softjack+murderrunaway+cancarryweapons+gardening+buysdrugs
M_Y_Shady_02,   M,   26,   1,   4,   1.1,   1.5,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +basketball+criminal+drivespoorcar+drivesaveragecar+onfoot+argue+smoker+phoneuser+insultbum+watchfight+murdershakefist+murdercallpolice+cancarryweapons+buysdrugs
M_Y_Streetpunk_04,   M,   22,   5,   1,   0.7,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +bowling+drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+phoneuser+insultbum+taketaxi+watchfight+softjack+murdershakefist+murderrunaway+cancarryweapons+buysdrugs
M_Y_Streetpunk_05,   M,   24,   4,   2,   0.7,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+phoneuser+givebummoney+replytoho+taketaxi+watchfight+murdershakefist+murderrunaway+cancarryweapons+buysdrugs
F_Y_Villbo_01,   F,   21,   5,   1,   0.9,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+onfoot+argue+smoker+phoneuser+givebummoney+taketaxi+late+softjack+murderattack+buysdrugs
M_Y_PVillbo_01,   M,   22,   4,   4,   0.7,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+smoker+phoneuser+givebummoney+taketaxi+softjack+murdershakefist+murderattack+cancarryweapons+gardening+buysdrugs
M_Y_PVillbo_03,   M,   22,   4,   1,   0.7,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+phoneuser+softjack+murderattack+cancarryweapons+gardening+buysdrugs
M_Y_PVillbo_02,   M,   25,   4,   2,   1,   1,   4,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesrichcar+drivesmotorcycle+onfoot+argue+smoker+phoneuser+insultbum+taketaxi+late+murdershakefist+murderrunaway+cancarryweapons+gardening+buysdrugs
F_Y_Pvillbo_02,   F,   25,   4,   1,   1.1,   1.5,   4,   50,   E,   C,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivesaveragecar+drivesrichcar+drivesmotorcycle+onfoot+argue+smoker+phoneuser+insultbum+taketaxi+late+softjack+murdershakefist+murderrunaway+likesart+buysdrugs
M_M_Factory_01,   M,   42,   1,   3,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+drivesbigcar+onfoot+argue+smoker+replytoho+watchfight+murdercallpolice+cancarryweapons+gardening
M_M_Pindus_01,   M,   38,   1,   3,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesbigcar+drivesmotorcycle+onfoot+smoker+phoneuser+replytoho+watchfight+murdercallpolice+cancarryweapons+gardening
M_M_Pindus_02,   M,   39,   1,   3,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesbigcar+onfoot+smoker+replytoho+watchfight+murdershakefist+murderrunaway+cancarryweapons+gardening
M_Y_Pindus_01,   M,   21,   2,   2,   1,   1,   5,   50,   S,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesbigcar+onfoot+smoker+replytoho+murdershakefist+murdercallpolice+cancarryweapons+gardening
M_Y_Pindus_02,   M,   28,   2,   2,   1,   1,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesbigcar+onfoot+smoker+replytoho+murdershakefist+murderrunaway+cancarryweapons+gardening
M_Y_Pindus_03,   M,   23,   2,   2,   1,   1,   5,   50,   S,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesbigcar+onfoot+smoker+replytoho+murdershakefist+murdercallpolice+cancarryweapons+gardening
M_Y_Harlem_02,   M,   27,   3,   2,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +bowling+drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+phoneuser+givebummoney+taketaxi+watchfight+murderattack+cancarryweapons+buysdrugs
M_Y_Bronx_01,   M,   27,   5,   4,   1.2,   1.3,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +basketball+drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+smoker+phoneuser+taketaxi+watchfight+murdershakefist+murderrunaway+cancarryweapons+buysdrugs
M_Y_Harlem_01,   M,   23,   4,   3,   1.2,   1.3,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +basketball+drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+phoneuser+watchfight+murdershakefist+murdercallpolice+cancarryweapons+buysdrugs
M_Y_LEastSide_01,   M,   27,   2,   1,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+onfoot+argue+phoneuser+taketaxi+watchfight+softjack+murdershakefist+murderrunaway+cancarryweapons+gardening+buysdrugs
F_M_PHarbron_01,   F,   44,   2,   1,   0.9,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+phoneuser+givebummoney+taketaxi+softjack+murdershakefist+murdercallpolice+cancarryweapons+gardening
F_O_PHarBron_01,   F,   59,   1,   1,   0.3,   3,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+phoneuser+insultbum+taketaxi+softjack+murdershakefist+murderattack+gardening
F_Y_Pbronx_01,   F,   28,   2,   1,   0.9,   1,   3,   50,   E,   S,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+smoker+phoneuser+givebummoney+softjack+murdershakefist+murderrunaway+cancarryweapons+gardening+buysdrugs
F_Y_PHarBron_01,   F,   31,   3,   1,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesmotorcycle+onfoot+argue+phoneuser+insultbum+taketaxi+watchfight+softjack+murdershakefist+murderrunaway+cancarryweapons+gardening+buysdrugs
F_Y_Pharlem_01,   F,   22,   3,   1,   0.9,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+onfoot+argue+smoker+phoneuser+givebummoney+watchfight+softjack+murdershakefist+murderattack+cancarryweapons+gardening+buysdrugs
F_Y_Pqueens_01,   F,   23,   4,   1,   1.1,   1.5,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesrichcar+drivesbigcar+onfoot+phoneuser+insultbum+late+softjack+murdershakefist+murderattack+cancarryweapons+gardening+buysdrugs
M_M_Pharbron_01,   M,   35,   2,   2,   1,   1,   3,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesrichcar+drivesbigcar+onfoot+smoker+phoneuser+givebummoney+watchfight+murdershakefist+murdercallpolice+cancarryweapons+gardening
M_O_Pharbron_01,   M,   66,   2,   1,   0.4,   2.5,   2,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesrichcar+drivesbigcar+onfoot+phoneuser+insultbum+replytoho+softjack+murdercallpolice+gardening
M_Y_Pbronx_01,   M,   19,   3,   2,   1.2,   1.3,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+drivesrichcar+drivesbigcar+onfoot+smoker+phoneuser+givebummoney+replytoho+murdershakefist+murderrunaway+cancarryweapons+gardening+buysdrugs
M_Y_PHarBron_01,   M,   22,   4,   1,   1.2,   1.3,   5,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+drivesrichcar+drivesbigcar+onfoot+phoneuser+insultbum+watchfight+late+softjack+murdershakefist+murderrunaway+cancarryweapons+gardening+buysdrugs
M_Y_Pharlem_01,   M,   25,   3,   3,   1.2,   1.3,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_gang,   counters_player,   firearm_core,   -,   -,   move_tough,   +drivespoorcar+drivesaveragecar+drivesrichcar+drivesbigcar+onfoot+argue+smoker+phoneuser+givebummoney+replytoho+late+murdershakefist+murderattack+cancarryweapons+gardening+buysdrugs
M_Y_Pqueens_01,   M,   18,   3,   1,   1,   1,   4,   50,   E,   E,   core_moves,   hits_pool,   unarmed_ped,   counters_player,   firearm_core,   -,   -,   move_rubbish,   +drivespoorcar+drivesaveragecar+drivesrichcar+drivesbigcar+drivesmotorcycle+onfoot+argue+phoneuser+insultbum+watchfight+softjack+murdershakefist+murderattack+cancarryweapons+gardening+buysdrugs
